instructions,input,output
Does the University of Westminster offer a course on Fine Art Mixed Media with Foundation BA Honours?,"Course title: Fine Art Mixed Media with Foundation BA Honours, Collage: University of Westminster, Campus: Harrow, North-West London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 4 years, link: https://www.westminster.ac.uk/art-design-and-visual-culture-courses/2025-26/september/full-time/fine-art-mixed-media-with-foundation-ba-honours.","Yes, University of Westminster provides a course on Fine Art Mixed Media with Foundation BA Honours:
Course title: Fine Art Mixed Media with Foundation BA Honours.
Campus: Harrow, North-West London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 4 years.
For more details please visit the official website: https://www.westminster.ac.uk/art-design-and-visual-culture-courses/2025-26/september/full-time/fine-art-mixed-media-with-foundation-ba-honours"
Does the University of Westminster offer a course on French and English BA Honours?,"Course title: French and English BA Honours, Collage: University of Westminster, Campus: Regent, Central London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 3 or 4 years, link: https://www.westminster.ac.uk/english-and-creative-writing-languages-courses/2025-26/september/full-time/french-and-english-ba-honours. For Part-time course: UK fees is £1,540, International fees is £2,830. Duration of the course is 5 years, link: https://www.westminster.ac.uk/languages-courses/2025-26/september/part-time-day/french-and-english-ba-honours.","Yes, University of Westminster provides a course on French and English BA Honours:
Course title: French and English BA Honours.
Campus: Regent, Central London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 3 or 4 years.
For more details please visit the official website: https://www.westminster.ac.uk/english-and-creative-writing-languages-courses/2025-26/september/full-time/french-and-english-ba-honours
For Part-time course:
UK fees: £1,540.
international fees: £2,830.
The duration of the course is 5 years.
For more details please visit the official website: https://www.westminster.ac.uk/languages-courses/2025-26/september/part-time-day/french-and-english-ba-honours "
Does the University of Westminster offer a course on French and International Business BA Honours?,"Course title: French and International Business BA Honours, Collage: University of Westminster, Campus: Regent, Central London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 3 or 4 years, link: https://www.westminster.ac.uk/business-and-management-languages-courses/2025-26/september/full-time/french-and-international-business-ba-honours.","Yes, University of Westminster provides a course on French and International Business BA Honours:
Course title: French and International Business BA Honours.
Campus: Regent, Central London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 3 or 4 years.
For more details please visit the official website: https://www.westminster.ac.uk/business-and-management-languages-courses/2025-26/september/full-time/french-and-international-business-ba-honours"
Does the University of Westminster offer a course on French and International Communication BA Honours?,"Course title: French and International Communication BA Honours, Collage: University of Westminster, Campus: Regent, Central London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 3 or 4 years, link: https://www.westminster.ac.uk/languages-courses/2025-26/september/full-time/french-and-international-communication-ba-honours.","Yes, University of Westminster provides a course on French and International Communication BA Honours:
Course title: French and International Communication BA Honours.
Campus: Regent, Central London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 3 or 4 years.
For more details please visit the official website: https://www.westminster.ac.uk/languages-courses/2025-26/september/full-time/french-and-international-communication-ba-honours"
Does the University of Westminster offer a course on French and International Communication with Foundation BA Honours?,"Course title: French and International Communication with Foundation BA Honours, Collage: University of Westminster, Campus: Regent, Central London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 4 or 5 years, link: https://www.westminster.ac.uk/languages-courses/2025-26/september/full-time/french-and-international-communication-with-foundation-ba-honours.","Yes, University of Westminster provides a course on French and International Communication with Foundation BA Honours:
Course title: French and International Communication with Foundation BA Honours.
Campus: Regent, Central London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 4 or 5 years.
For more details please visit the official website: https://www.westminster.ac.uk/languages-courses/2025-26/september/full-time/french-and-international-communication-with-foundation-ba-honours"
Does the University of Westminster offer a course on French and International Relations BA Honours?,"Course title: French and International Relations BA Honours, Collage: University of Westminster, Campus: Regent, Central London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 3 or 4 years, link: https://www.westminster.ac.uk/languages-politics-and-international-relations-courses/2025-26/september/full-time/french-and-international-relations-ba-honours. For Part-time course: UK fees is £1,540, International fees is £2,830. Duration of the course is 5 years, link: https://www.westminster.ac.uk/languages-politics-and-international-relations-courses/2025-26/september/part-time-day/french-and-international-relations-ba-honours.","Yes, University of Westminster provides a course on French and International Relations BA Honours:
Course title: French and International Relations BA Honours.
Campus: Regent, Central London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 3 or 4 years.
For more details please visit the official website: https://www.westminster.ac.uk/languages-politics-and-international-relations-courses/2025-26/september/full-time/french-and-international-relations-ba-honours
For Part-time course:
UK fees: £1,540.
international fees: £2,830.
The duration of the course is 5 years.
For more details please visit the official website: https://www.westminster.ac.uk/languages-politics-and-international-relations-courses/2025-26/september/part-time-day/french-and-international-relations-ba-honours "
Does the University of Westminster offer a course on French and Linguistics BA Honours?,"Course title: French and Linguistics BA Honours, Collage: University of Westminster, Campus: Regent, Central London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 3 or 4 years, link: https://www.westminster.ac.uk/languages-courses/2025-26/september/full-time/french-and-linguistics-ba-honours. For Part-time course: UK fees is £1,540, International fees is £2,830. Duration of the course is 5 years, link: https://www.westminster.ac.uk/languages-courses/2025-26/september/part-time-day/french-and-linguistics-ba-honours.","Yes, University of Westminster provides a course on French and Linguistics BA Honours:
Course title: French and Linguistics BA Honours.
Campus: Regent, Central London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 3 or 4 years.
For more details please visit the official website: https://www.westminster.ac.uk/languages-courses/2025-26/september/full-time/french-and-linguistics-ba-honours
For Part-time course:
UK fees: £1,540.
international fees: £2,830.
The duration of the course is 5 years.
For more details please visit the official website: https://www.westminster.ac.uk/languages-courses/2025-26/september/part-time-day/french-and-linguistics-ba-honours "
Does the University of Westminster offer a course on Games Art BA Honours?,"Course title: Games Art BA Honours, Collage: University of Westminster, Campus: Harrow, North-West London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 3 or 4 years, link: https://www.westminster.ac.uk/art-design-and-visual-culture-courses/2025-26/september/full-time/games-art-ba-honours.","Yes, University of Westminster provides a course on Games Art BA Honours:
Course title: Games Art BA Honours.
Campus: Harrow, North-West London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 3 or 4 years.
For more details please visit the official website: https://www.westminster.ac.uk/art-design-and-visual-culture-courses/2025-26/september/full-time/games-art-ba-honours"
Does the University of Westminster offer a course on Global Challenges BA Honours?,"Course title: Global Challenges BA Honours, Collage: University of Westminster, Campus: Regent, Central London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 3 or 4 years, link: https://www.westminster.ac.uk/politics-and-international-relations-courses/2025-26/september/full-time/global-challenges-ba-honours.","Yes, University of Westminster provides a course on Global Challenges BA Honours:
Course title: Global Challenges BA Honours.
Campus: Regent, Central London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 3 or 4 years.
For more details please visit the official website: https://www.westminster.ac.uk/politics-and-international-relations-courses/2025-26/september/full-time/global-challenges-ba-honours"
Does the University of Westminster offer a course on Global Contemporary Art MA?,"Course title: Global Contemporary Art MA, Collage: University of Westminster, Campus: Harrow, North-West London. For full-time course: UK fees is £11,700 and international fees is £15,500. Duration of the course is 1 year, link: https://www.westminster.ac.uk/art-design-and-visual-culture-courses/2025-26/september/full-time/global-contemporary-art-ma. For Part-time course: UK fees is £1,325, International fees is £1,785. Duration of the course is 2 years, link: https://www.westminster.ac.uk/art-design-and-visual-culture-courses/2025-26/september/part-time-day/global-contemporary-art-ma.","Yes, University of Westminster provides a course on Global Contemporary Art MA:
Course title: Global Contemporary Art MA.
Campus: Harrow, North-West London.
For full-time course:
UK fees:£11,700.
international fees: £15,500.
The duration of the course is 1 year.
For more details please visit the official website: https://www.westminster.ac.uk/art-design-and-visual-culture-courses/2025-26/september/full-time/global-contemporary-art-ma
For Part-time course:
UK fees: £1,325.
international fees: £1,785.
The duration of the course is 2 years.
For more details please visit the official website: https://www.westminster.ac.uk/art-design-and-visual-culture-courses/2025-26/september/part-time-day/global-contemporary-art-ma "
Does the University of Westminster offer a course on Global Criminology MA?,"Course title: Global Criminology MA, Collage: University of Westminster, Campus: Regent, Central London. For full-time course: UK fees is £10,700 and international fees is £17,500. Duration of the course is 1 year, link: https://www.westminster.ac.uk/criminology-and-sociology-courses/2025-26/september/full-time/global-criminology-ma. For Part-time course: UK fees is £5,350, International fees is £8,750. Duration of the course is 2 years, link: https://www.westminster.ac.uk/criminology-and-sociology-courses/2025-26/september/part-time-day/global-criminology-ma.","Yes, University of Westminster provides a course on Global Criminology MA:
Course title: Global Criminology MA.
Campus: Regent, Central London.
For full-time course:
UK fees:£10,700.
international fees: £17,500.
The duration of the course is 1 year.
For more details please visit the official website: https://www.westminster.ac.uk/criminology-and-sociology-courses/2025-26/september/full-time/global-criminology-ma
For Part-time course:
UK fees: £5,350.
international fees: £8,750.
The duration of the course is 2 years.
For more details please visit the official website: https://www.westminster.ac.uk/criminology-and-sociology-courses/2025-26/september/part-time-day/global-criminology-ma "
Does the University of Westminster offer a course on Global Development MA?,"Course title: Global Development MA, Collage: University of Westminster, Campus: Regent, Central London. For full-time course: UK fees is £10,700 and international fees is £17,500. Duration of the course is 1 year, link: https://www.westminster.ac.uk/politics-and-international-relations-courses/2025-26/september/full-time/global-development-ma. For Part-time course: UK fees is £5,350, International fees is £8,750. Duration of the course is 2 years, link: https://www.westminster.ac.uk/politics-and-international-relations-courses/2025-26/september/part-time-day/global-development-ma.","Yes, University of Westminster provides a course on Global Development MA:
Course title: Global Development MA.
Campus: Regent, Central London.
For full-time course:
UK fees:£10,700.
international fees: £17,500.
The duration of the course is 1 year.
For more details please visit the official website: https://www.westminster.ac.uk/politics-and-international-relations-courses/2025-26/september/full-time/global-development-ma
For Part-time course:
UK fees: £5,350.
international fees: £8,750.
The duration of the course is 2 years.
For more details please visit the official website: https://www.westminster.ac.uk/politics-and-international-relations-courses/2025-26/september/part-time-day/global-development-ma "
Does the University of Westminster offer a course on Global Media MA?,"Course title: Global Media MA, Collage: University of Westminster, Campus: Harrow, North-West London. For full-time course: UK fees is £9,700 and international fees is £17,500. Duration of the course is 1 year, link: https://www.westminster.ac.uk/media-and-communication-courses/2025-26/september/full-time/global-media-ma. For Part-time course: UK fees is £1,125, International fees is £1,985. Duration of the course is 2 years, link: https://www.westminster.ac.uk/media-and-communication-courses/2025-26/september/part-time-day/global-media-ma.","Yes, University of Westminster provides a course on Global Media MA:
Course title: Global Media MA.
Campus: Harrow, North-West London.
For full-time course:
UK fees:£9,700.
international fees: £17,500.
The duration of the course is 1 year.
For more details please visit the official website: https://www.westminster.ac.uk/media-and-communication-courses/2025-26/september/full-time/global-media-ma
For Part-time course:
UK fees: £1,125.
international fees: £1,985.
The duration of the course is 2 years.
For more details please visit the official website: https://www.westminster.ac.uk/media-and-communication-courses/2025-26/september/part-time-day/global-media-ma "
Does the University of Westminster offer a course on Global Public Health Nutrition MSc?,"Course title: Global Public Health Nutrition MSc, Collage: University of Westminster, Campus: Cavendish, Central London. For full-time course: UK fees is £10,700 and international fees is £17,500. Duration of the course is 1 year, link: https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/full-time/global-public-health-nutrition-msc. For Part-time course: UK fees is £1,070, International fees is £1,750. Duration of the course is 2 years, link: https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/part-time-day/global-public-health-nutrition-msc.","Yes, University of Westminster provides a course on Global Public Health Nutrition MSc:
Course title: Global Public Health Nutrition MSc.
Campus: Cavendish, Central London.
For full-time course:
UK fees:£10,700.
international fees: £17,500.
The duration of the course is 1 year.
For more details please visit the official website: https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/full-time/global-public-health-nutrition-msc
For Part-time course:
UK fees: £1,070.
international fees: £1,750.
The duration of the course is 2 years.
For more details please visit the official website: https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/part-time-day/global-public-health-nutrition-msc "
Does the University of Westminster offer a course on Global Public Health with Data Science MSc?,"Course title: Global Public Health with Data Science MSc, Collage: University of Westminster, Campus: Cavendish, Central London. For full-time course: UK fees is £10,700 and international fees is £17,500. Duration of the course is 1 year, link: https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/full-time/global-public-health-with-data-science-msc. For Part-time course: UK fees is £5,350, International fees is £8,750. Duration of the course is 2 years, link: https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/part-time-day/global-public-health-with-data-science-msc.","Yes, University of Westminster provides a course on Global Public Health with Data Science MSc:
Course title: Global Public Health with Data Science MSc.
Campus: Cavendish, Central London.
For full-time course:
UK fees:£10,700.
international fees: £17,500.
The duration of the course is 1 year.
For more details please visit the official website: https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/full-time/global-public-health-with-data-science-msc
For Part-time course:
UK fees: £5,350.
international fees: £8,750.
The duration of the course is 2 years.
For more details please visit the official website: https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/part-time-day/global-public-health-with-data-science-msc "
Does the University of Westminster offer a course on Global Trade and Business BA Honours?,"Course title: Global Trade and Business BA Honours, Collage: University of Westminster, Campus: Marylebone, Central London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 1 year, link: https://www.westminster.ac.uk/business-and-management-economics-courses/2025-26/september/full-time/global-trade-and-business-ba-honours.","Yes, University of Westminster provides a course on Global Trade and Business BA Honours:
Course title: Global Trade and Business BA Honours.
Campus: Marylebone, Central London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 1 year.
For more details please visit the official website: https://www.westminster.ac.uk/business-and-management-economics-courses/2025-26/september/full-time/global-trade-and-business-ba-honours"
Does the University of Westminster offer a course on Graphic Design BA Honours?,"Course title: Graphic Design BA Honours, Collage: University of Westminster, Campus: Harrow, North-West London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 3 or 4 years, link: https://www.westminster.ac.uk/art-design-and-visual-culture-media-and-communication-courses/2025-26/september/full-time/graphic-design-ba-honours.","Yes, University of Westminster provides a course on Graphic Design BA Honours:
Course title: Graphic Design BA Honours.
Campus: Harrow, North-West London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 3 or 4 years.
For more details please visit the official website: https://www.westminster.ac.uk/art-design-and-visual-culture-media-and-communication-courses/2025-26/september/full-time/graphic-design-ba-honours"
Does the University of Westminster offer a course on Graphic Design with Foundation BA Honours?,"Course title: Graphic Design with Foundation BA Honours, Collage: University of Westminster, Campus: Harrow, North-West London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 4 or 5 years, link: https://www.westminster.ac.uk/art-design-and-visual-culture-media-and-communication-courses/2025-26/september/full-time/graphic-design-with-foundation-ba-honours.","Yes, University of Westminster provides a course on Graphic Design with Foundation BA Honours:
Course title: Graphic Design with Foundation BA Honours.
Campus: Harrow, North-West London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 4 or 5 years.
For more details please visit the official website: https://www.westminster.ac.uk/art-design-and-visual-culture-media-and-communication-courses/2025-26/september/full-time/graphic-design-with-foundation-ba-honours"
Does the University of Westminster offer a course on Health Psychology MSc?,"Course title: Health Psychology MSc, Collage: University of Westminster, Campus: Cavendish, Central London. For full-time course: UK fees is £10,700 and international fees is £17,500. Duration of the course is 1 year, link: https://www.westminster.ac.uk/psychology-courses/2025-26/september/full-time/health-psychology-msc. For Part-time course: UK fees is £5,350, International fees is £8,750. Duration of the course is 2 years, link: https://www.westminster.ac.uk/psychology-courses/2025-26/september/part-time-day/health-psychology-msc.","Yes, University of Westminster provides a course on Health Psychology MSc:
Course title: Health Psychology MSc.
Campus: Cavendish, Central London.
For full-time course:
UK fees:£10,700.
international fees: £17,500.
The duration of the course is 1 year.
For more details please visit the official website: https://www.westminster.ac.uk/psychology-courses/2025-26/september/full-time/health-psychology-msc
For Part-time course:
UK fees: £5,350.
international fees: £8,750.
The duration of the course is 2 years.
For more details please visit the official website: https://www.westminster.ac.uk/psychology-courses/2025-26/september/part-time-day/health-psychology-msc "
Does the University of Westminster offer a course on Health and Wellbeing MSc?,"Course title: Health and Wellbeing MSc, Collage: University of Westminster,Campus: Cavendish, Central London For Part-time course: UK fees is £5,350, International fees is £8,750. Duration of the course is 2 years, link: https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/part-time-day/health-and-wellbeing-msc.","Yes, University of Westminster provides a course on Health and Wellbeing MSc:
Course title: Health and Wellbeing MSc.
Campus: Cavendish, Central London.

For Part-time course:
UK fees: £5,350.
international fees: £8,750.
The duration of the course is 2 years.
For more details please visit the official website: https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/part-time-day/health-and-wellbeing-msc "
Does the University of Westminster offer a course on Health and Wellbeing with Professional Experience MSc?,"Course title: Health and Wellbeing with Professional Experience MSc, Collage: University of Westminster, Campus: Cavendish, Central London. For full-time course: UK fees is £10,700 and international fees is £17,500. Duration of the course is 2 years, link: https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/full-time/health-and-wellbeing-with-professional-experience-msc.","Yes, University of Westminster provides a course on Health and Wellbeing with Professional Experience MSc:
Course title: Health and Wellbeing with Professional Experience MSc.
Campus: Cavendish, Central London.
For full-time course:
UK fees:£10,700.
international fees: £17,500.
The duration of the course is 2 years.
For more details please visit the official website: https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/full-time/health-and-wellbeing-with-professional-experience-msc"
Does the University of Westminster offer a course on History BA Honours?,"Course title: History BA Honours, Collage: University of Westminster, Campus: Regent, Central London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 3 years, link: https://www.westminster.ac.uk/history-courses/2025-26/september/full-time/history-ba-honours. For Part-time course: UK fees is £1,540, International fees is £2,830. Duration of the course is 5 years, link: https://www.westminster.ac.uk/history-courses/2025-26/september/part-time-day/history-ba-honours.","Yes, University of Westminster provides a course on History BA Honours:
Course title: History BA Honours.
Campus: Regent, Central London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 3 years.
For more details please visit the official website: https://www.westminster.ac.uk/history-courses/2025-26/september/full-time/history-ba-honours
For Part-time course:
UK fees: £1,540.
international fees: £2,830.
The duration of the course is 5 years.
For more details please visit the official website: https://www.westminster.ac.uk/history-courses/2025-26/september/part-time-day/history-ba-honours "
Does the University of Westminster offer a course on History and Politics BA Honours?,"Course title: History and Politics BA Honours, Collage: University of Westminster, Campus: Regent, Central London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 3 years, link: https://www.westminster.ac.uk/history-politics-and-international-relations-courses/2025-26/september/full-time/history-and-politics-ba-honours. For Part-time course: UK fees is £1,540, International fees is £2,830. Duration of the course is 5 years, link: https://www.westminster.ac.uk/history-politics-and-international-relations-courses/2025-26/september/part-time-day/history-and-politics-ba-honours.","Yes, University of Westminster provides a course on History and Politics BA Honours:
Course title: History and Politics BA Honours.
Campus: Regent, Central London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 3 years.
For more details please visit the official website: https://www.westminster.ac.uk/history-politics-and-international-relations-courses/2025-26/september/full-time/history-and-politics-ba-honours
For Part-time course:
UK fees: £1,540.
international fees: £2,830.
The duration of the course is 5 years.
For more details please visit the official website: https://www.westminster.ac.uk/history-politics-and-international-relations-courses/2025-26/september/part-time-day/history-and-politics-ba-honours "
Does the University of Westminster offer a course on History with Foundation BA Honours?,"Course title: History with Foundation BA Honours, Collage: University of Westminster, Campus: Regent, Central London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 4 years, link: https://www.westminster.ac.uk/history-courses/2025-26/september/full-time/history-with-foundation-ba-honours.","Yes, University of Westminster provides a course on History with Foundation BA Honours:
Course title: History with Foundation BA Honours.
Campus: Regent, Central London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 4 years.
For more details please visit the official website: https://www.westminster.ac.uk/history-courses/2025-26/september/full-time/history-with-foundation-ba-honours"
Does the University of Westminster offer a course on Human Nutrition BSc Honours?,"Course title: Human Nutrition BSc Honours, Collage: University of Westminster, Campus: Cavendish, Central London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 3 or 4 years, link: https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/full-time/human-nutrition-bsc-honours.","Yes, University of Westminster provides a course on Human Nutrition BSc Honours:
Course title: Human Nutrition BSc Honours.
Campus: Cavendish, Central London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 3 or 4 years.
For more details please visit the official website: https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/full-time/human-nutrition-bsc-honours"
Does the University of Westminster offer a course on Human Nutrition with Foundation BSc Honours?,"Course title: Human Nutrition with Foundation BSc Honours, Collage: University of Westminster, Campus: Cavendish, Central London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 4 or 5 years, link: https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/full-time/human-nutrition-with-foundation-bsc-honours.","Yes, University of Westminster provides a course on Human Nutrition with Foundation BSc Honours:
Course title: Human Nutrition with Foundation BSc Honours.
Campus: Cavendish, Central London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 4 or 5 years.
For more details please visit the official website: https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/full-time/human-nutrition-with-foundation-bsc-honours"
Does the University of Westminster offer a course on Human Resource Management MA?,"Course title: Human Resource Management MA, Collage: University of Westminster, Campus: Marylebone, Central London. For full-time course: UK fees is £11,700 and international fees is £14,500. Duration of the course is 1 year, link: https://www.westminster.ac.uk/business-and-management-courses/2025-26/september/full-time/human-resource-management-ma. For Part-time course: UK fees is £5,750, International fees is £7,000. Duration of the course is 2 years, link: https://www.westminster.ac.uk/business-and-management-courses/2025-26/september/part-time-evening-only/human-resource-management-ma.","Yes, University of Westminster provides a course on Human Resource Management MA:
Course title: Human Resource Management MA.
Campus: Marylebone, Central London.
For full-time course:
UK fees:£11,700.
international fees: £14,500.
The duration of the course is 1 year.
For more details please visit the official website: https://www.westminster.ac.uk/business-and-management-courses/2025-26/september/full-time/human-resource-management-ma
For Part-time course:
UK fees: £5,750.
international fees: £7,000.
The duration of the course is 2 years.
For more details please visit the official website: https://www.westminster.ac.uk/business-and-management-courses/2025-26/september/part-time-evening-only/human-resource-management-ma "
Does the University of Westminster offer a course on Illustration BA Honours?,"Course title: Illustration BA Honours, Collage: University of Westminster, Campus: Harrow, North-West London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 3 or 4 years, link: https://www.westminster.ac.uk/art-design-and-visual-culture-media-and-communication-courses/2025-26/september/full-time/illustration-ba-honours.","Yes, University of Westminster provides a course on Illustration BA Honours:
Course title: Illustration BA Honours.
Campus: Harrow, North-West London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 3 or 4 years.
For more details please visit the official website: https://www.westminster.ac.uk/art-design-and-visual-culture-media-and-communication-courses/2025-26/september/full-time/illustration-ba-honours"
Does the University of Westminster offer a course on Illustration with Foundation BA Honours?,"Course title: Illustration with Foundation BA Honours, Collage: University of Westminster, Campus: Harrow, North-West London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 4 or 5 years, link: https://www.westminster.ac.uk/art-design-and-visual-culture-media-and-communication-courses/2025-26/september/full-time/illustration-with-foundation-ba-honours.","Yes, University of Westminster provides a course on Illustration with Foundation BA Honours:
Course title: Illustration with Foundation BA Honours.
Campus: Harrow, North-West London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 4 or 5 years.
For more details please visit the official website: https://www.westminster.ac.uk/art-design-and-visual-culture-media-and-communication-courses/2025-26/september/full-time/illustration-with-foundation-ba-honours"
Does the University of Westminster offer a course on Interactive Media Practice MA?,"Course title: Interactive Media Practice MA, Collage: University of Westminster, Campus: Harrow, North-West London. For full-time course: UK fees is £10,700 and international fees is £17,500. Duration of the course is 1 year, link: https://www.westminster.ac.uk/art-design-and-visual-culture-computer-science-and-engineering-media-and-communication-courses/2025-26/september/full-time/interactive-media-practice-ma. For Part-time course: UK fees is £1,225, International fees is £1,985. Duration of the course is 2 years, link: https://www.westminster.ac.uk/art-design-and-visual-culture-computer-science-and-engineering-media-and-communication-courses/2025-26/september/part-time-day/interactive-media-practice-ma.","Yes, University of Westminster provides a course on Interactive Media Practice MA:
Course title: Interactive Media Practice MA.
Campus: Harrow, North-West London.
For full-time course:
UK fees:£10,700.
international fees: £17,500.
The duration of the course is 1 year.
For more details please visit the official website: https://www.westminster.ac.uk/art-design-and-visual-culture-computer-science-and-engineering-media-and-communication-courses/2025-26/september/full-time/interactive-media-practice-ma
For Part-time course:
UK fees: £1,225.
international fees: £1,985.
The duration of the course is 2 years.
For more details please visit the official website: https://www.westminster.ac.uk/art-design-and-visual-culture-computer-science-and-engineering-media-and-communication-courses/2025-26/september/part-time-day/interactive-media-practice-ma "
Does the University of Westminster offer a course on Interior Architecture BA Honours?,"Course title: Interior Architecture BA Honours, Collage: University of Westminster, Campus: Marylebone, Central London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 3 or 4 years, link: https://www.westminster.ac.uk/architecture-interiors-and-urban-design-courses/2025-26/september/full-time/interior-architecture-ba-honours.","Yes, University of Westminster provides a course on Interior Architecture BA Honours:
Course title: Interior Architecture BA Honours.
Campus: Marylebone, Central London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 3 or 4 years.
For more details please visit the official website: https://www.westminster.ac.uk/architecture-interiors-and-urban-design-courses/2025-26/september/full-time/interior-architecture-ba-honours"
Does the University of Westminster offer a course on Interior Architecture MA?,"Course title: Interior Architecture MA, Collage: University of Westminster, Campus: Marylebone, Central London. For full-time course: UK fees is £9,700 and international fees is £17,500. Duration of the course is 1 year, link: https://www.westminster.ac.uk/architecture-interiors-and-urban-design-courses/2025-26/september/full-time/interior-architecture-ma. For Part-time course: UK fees is £1,125, International fees is £1,985. Duration of the course is 2 years, link: https://www.westminster.ac.uk/architecture-interiors-and-urban-design-courses/2025-26/september/part-time-day-evening/interior-architecture-ma.","Yes, University of Westminster provides a course on Interior Architecture MA:
Course title: Interior Architecture MA.
Campus: Marylebone, Central London.
For full-time course:
UK fees:£9,700.
international fees: £17,500.
The duration of the course is 1 year.
For more details please visit the official website: https://www.westminster.ac.uk/architecture-interiors-and-urban-design-courses/2025-26/september/full-time/interior-architecture-ma
For Part-time course:
UK fees: £1,125.
international fees: £1,985.
The duration of the course is 2 years.
For more details please visit the official website: https://www.westminster.ac.uk/architecture-interiors-and-urban-design-courses/2025-26/september/part-time-day-evening/interior-architecture-ma "
Does the University of Westminster offer a course on Interior Architecture with Foundation BA Honours?,"Course title: Interior Architecture with Foundation BA Honours, Collage: University of Westminster, Campus: Marylebone, Central London. For full-time course: UK fees is £9,250 and international fees is £17,000. Duration of the course is 4 or 5 years, link: https://www.westminster.ac.uk/architecture-interiors-and-urban-design-courses/2025-26/september/full-time/interior-architecture-with-foundation-ba-honours.","Yes, University of Westminster provides a course on Interior Architecture with Foundation BA Honours:
Course title: Interior Architecture with Foundation BA Honours.
Campus: Marylebone, Central London.
For full-time course:
UK fees:£9,250.
international fees: £17,000.
The duration of the course is 4 or 5 years.
For more details please visit the official website: https://www.westminster.ac.uk/architecture-interiors-and-urban-design-courses/2025-26/september/full-time/interior-architecture-with-foundation-ba-honours"
